Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Sub-Saharan Africa (excluding high income),44.36983024,44.87080397,44.98734366,45.70879536,45.92046166,46.3064327,46.9849522,47.44780321,47.74858696,48.21002891,48.56903418,48.93441928,49.17289429,48.32880457,48.3586636,48.60968159,49.0042758,49.33539731,49.01742857,49.88237979,49.82184752,49.69684178,49.46933673,49.69437855,49.99948044,50.11131544,50.04581161,50.2127224,49.92508674,50.63812907,51.2619441,51.53376263,51.88907115,52.36739593,52.84661812,53.46017793,54.21136824,54.84710781,55.44886261,56.21789288,56.84569723,57.55714406,58.13948003,58.66668187,59.14134689,59.56161718,60.06772333,60.47589307,60.86196643,61.24317607,60.84749279,60.24063783,60.76310482,
South Sudan,26.399,31.582,31.907,36.479,36.514,36.746,36.84,37.325,37.649,37.919,38.417,38.783,39.113,35.491,32.673,33.154,33.632,21.912,12.407,29.68,29.935,30.148,22.724,22.704,44.384,30.948,31.297,32.242,18.385,43.223,46.028,46.881,47.492,50.253,50.917,51.545,52.016,52.856,53.538,53.891,54.812,54.94,55.865,55.751,54.973,55.566,55.544,55.309,55.95,55.912,55.48,54.975,55.567,
Sub-Saharan Africa,44.36983024,44.87080397,44.98734366,45.70879536,45.92046166,46.3064327,46.9849522,47.44780321,47.74858696,48.21002891,48.57245576,48.93781946,49.17604168,48.33214819,48.36180775,48.61274753,49.00706987,49.33812158,49.02019768,49.88486949,49.82430763,49.69963103,49.47216067,49.69693252,50.00215988,50.11417407,50.04852833,50.21533671,49.92778687,50.64083818,51.2645448,51.53632183,51.89134244,52.36952152,52.84880712,53.46219505,54.21330107,54.84902854,55.45071261,56.21961307,56.84736569,57.55861069,58.14101325,58.668043,59.1426582,59.5629817,60.06902467,60.47713846,60.86302754,61.24429052,60.84889442,60.24174346,60.76439998,
Small states,60.61631512,60.89583529,61.19168709,61.44619852,60.76527838,61.14450874,61.52576364,61.73697743,61.79889127,62.08938552,62.72465945,63.02381316,63.28586059,63.52435424,64.02188404,64.30662256,64.58714945,64.98771404,65.24797617,65.79552326,65.91177214,65.96580669,66.03387251,66.18125346,66.01564703,66.15655933,66.40835703,66.44304291,66.40823717,66.29736651,67.21507371,67.43925744,67.54299777,67.73386842,68.01045223,68.30869905,68.62130838,68.97895158,69.35118422,69.72013658,70.19381163,70.50948128,70.83308164,71.17370559,71.45436765,71.73742744,72.06530972,72.41399844,72.63085648,72.75062706,72.54059804,71.64449844,72.16452552,
Sao Tome and Principe,56.516,56.841,57.349,57.941,58.042,58.263,58.576,58.83,59.325,59.714,59.739,59.487,59.558,59.432,59.487,59.811,57.527,61.017,61.334,60.158,61.471,61.429,61.284,61.138,61.069,61.056,61.097,61.181,61.187,61.393,61.655,62.032,62.6,63.166,63.731,63.709,64.398,64.724,65.079,65.116,65.249,64.902,65.746,66.328,66.845,67.249,67.492,68.267,68.355,68.523,67.785,67.591,68.794,
Suriname,60.402,60.392,60.507,60.697,60.841,61.049,61.25,61.453,61.684,61.878,62.034,62.251,62.455,62.593,62.872,63.058,62.96,63.186,63.437,64.01,64.23,64.453,64.65,64.98,65.272,65.337,65.668,65.697,65.594,65.443,65.508,65.482,65.531,65.596,66.416,67.002,67.571,68.204,68.816,69.505,69.894,69.914,69.764,69.682,69.782,70.8,71.592,72.417,72.553,72.242,72.561,70.274,70.289,
Slovak Republic,69.71258537,69.86256098,70.29821951,70.02139024,70.17817073,70.30504878,70.46319512,70.42312195,70.42643902,70.74473171,70.40853659,70.62926829,70.68902439,70.47902439,70.75097561,70.73463415,71.02121951,71.08878049,71.20780488,71.02634146,70.93268293,70.88292683,71.79512195,72.44878049,72.3,72.25365854,72.65365854,72.70487805,72.55121951,72.90243902,73.05121951,73.40243902,73.60487805,73.60487805,73.95853659,73.90487805,74.20487805,74.20731707,74.70487805,74.9097561,75.11219512,75.95853659,76.1097561,76.41219512,76.81219512,76.56341463,77.16585366,77.16585366,77.26585366,77.66585366,76.86585366,74.61463415,77.06585366,
Slovenia,68.6097561,68.83414634,69.05853659,69.40487805,70.16097561,70.35853659,70.30731707,70.55609756,70.70243902,70.85365854,71.10487805,71.20487805,71.05365854,70.54146341,70.90243902,71.35121951,71.80243902,72.00243902,72.44634146,72.70487805,73.20487805,73.35365854,73.30487805,73.25365854,73.40487805,73.95853659,74.45853659,74.70731707,74.80731707,75.0097561,75.41219512,75.75853659,76.00731707,76.85853659,77.20731707,77.61219512,78.08658537,78.56097561,78.76585366,78.97073171,79.42195122,79.97073171,80.12439024,80.32195122,81.07804878,80.77560976,81.17560976,81.02926829,81.37804878,81.52926829,80.53170732,80.67560976,81.28292683,
Sweden,74.64926829,74.62390244,74.71804878,74.86731707,74.9804878,74.98463415,74.96926829,75.3797561,75.46902439,75.52414634,75.74097561,76.02609756,76.32731707,76.55170732,76.81585366,76.66780488,76.93121951,77.09219512,76.97926829,77.72682927,77.53682927,77.66682927,77.99878049,78.0604878,78.6502439,78.7404878,78.95902439,79.19756098,79.33902439,79.44146341,79.64390244,79.79512195,79.84634146,80.09512195,80.49756098,80.54634146,80.74878049,80.9,81.1,81.35121951,81.45121951,81.80243902,81.70487805,81.95609756,82.25365854,82.20487805,82.30731707,82.4097561,82.55853659,83.1097561,82.35609756,83.05609756,83.1097561,
Eswatini,50.804,51.31,51.821,52.468,53.086,53.824,54.658,55.598,56.477,57.268,57.846,58.392,59.02,58.172,59.999,60.785,61.438,62.042,62.673,62.927,63.072,62.685,61.735,60.233,58.268,56.148,53.873,52.044,50.333,48.733,47.256,45.975,44.486,43.349,42.538,42.125,43.12,43.641,44.175,44.639,46.619,48.195,49.835,51.486,53.05,55.019,56.659,57.895,59.411,60.549,59.692,57.066,56.36,
Sint Maarten (Dutch part),71.907,71.437,71.736,72.096,72.309,72.579,72.709,72.269,71.961,71.551,70.918,71.228,72.432,72.585,72.418,72.282,72.202,72.201,72.871,72.481,72.324,71.954,72.509,72.293,72.338,72.406,72.858,73.76,73.48,75.034,74.514,74.522,74.858,74.148,74.24,75.542,75.926,75.417,75.742,75.441,75.132,74.684,74.608,74.917,76.773,76.954,76.598,75.03,75.131,75.437,74.584,73.972,74.409,
Seychelles,,,,,,,,,,,69.59756098,70.18780488,69.32439024,70.38292683,69.55365854,69.69756098,68.65609756,68.23658537,68.70243902,67.97073171,68.10731707,70.71219512,71.21463415,69.46829268,70.72926829,72.48292683,71.56097561,71.21219512,71.74634146,72.66829268,72.77804878,73.25365854,71.08780488,71.02926829,72.66097561,72.13170732,72.21707317,73.14390244,73.16341463,73.08292683,73.19756098,72.72439024,74.27560976,73.1195122,73.22926829,74.29512195,74.3097561,74.3,72.84146341,74.04634146,77.23658537,73.39756098,73.84878049,
Syrian Arab Republic,60.527,61.37,61.9,60.691,63.119,63.538,63.922,63.764,65.806,66.138,66.351,64.372,61.119,67.829,68.924,68.756,69.206,69.295,69.674,69.76,69.817,70.036,70.263,70.193,70.141,70.416,70.347,70.283,70.196,70.425,70.764,71.644,71.939,72.414,72.475,72.769,73.35,73.709,73.551,73.853,73.881,73.305,66.769,63.827,63.153,65.124,65.993,68.481,70.145,71.822,72.14,72.063,72.3,
Turks and Caicos Islands,56.31,56.28,57.391,60.172,64.501,67.985,69.865,70.584,70.227,69.37,68.699,68.429,68.389,68.634,68.872,69.197,69.592,70.168,70.411,69.941,69.001,68.888,69.64,69.625,68.447,68.308,71.287,72.365,73.964,74.01,73.575,74.131,75.54,75.411,76.786,77.148,76.831,75.914,76.632,77.164,76.243,76.195,77.037,77.018,77.135,76.912,76.864,76.702,76.443,75.326,75.001,74.587,74.925,
Chad,40.603,40.19,41.399,41.78,41.785,41.872,42.036,42.255,42.504,42.81,43.06,43.312,43.73,44.179,44.515,45.05,45.21,42.798,45.785,45.875,44.686,45.941,46.102,46.318,46.449,46.711,47.013,47.217,47.224,47.372,47.443,47.85,47.946,48.206,48.232,48.312,48.286,48.751,49.024,49.196,49.584,50.009,50.54,50.781,51.202,51.589,52.083,52.308,52.825,53.259,52.777,52.525,52.997,
East Asia & Pacific (IDA & IBRD countries),56.17837879,57.03445053,57.63291278,58.59383329,59.23978004,60.00375039,60.84157272,61.59720344,62.23044271,62.84937108,63.4021123,63.9029523,64.38581024,64.80567017,65.19891249,65.57853431,65.92460559,66.27435621,66.55337476,66.87816389,67.09610513,67.31951383,67.84115837,68.30478723,68.58938757,69.02111829,69.27885753,69.67333846,70.09906996,70.31630115,70.69246222,71.28838265,71.63867677,71.97946961,72.05991746,72.59736927,72.95552389,73.20366027,73.15065659,73.69942025,73.9199887,74.18704409,74.43057925,74.67384968,74.92772481,75.15214647,75.35312048,75.41573339,75.83569328,76.03665735,75.96889033,75.57119341,76.21067445,
Europe & Central Asia (IDA & IBRD countries),66.25242568,66.49909964,66.67044677,66.8069751,66.96502771,66.77563766,66.78227281,66.77743249,66.84294301,66.79932797,66.93328874,67.24768313,67.57819109,67.61987407,67.50774727,67.86176163,68.75268659,68.90094935,68.9290509,69.01903914,68.92076368,68.64532726,67.77044138,66.97704663,66.97573574,67.03153468,67.59634247,68.08449184,68.50682291,68.18779046,68.38115203,68.55774718,68.65237878,68.77531408,69.11397744,69.20328913,69.78997765,70.25576671,70.55786461,71.10276631,71.41672846,71.8862088,72.25926046,72.6938553,72.90782852,73.12563081,73.44179088,73.86874047,74.03828397,74.33362243,72.69159816,72.01275171,73.95449494,
Togo,46.12,46.587,47.089,47.597,48.099,48.729,49.328,49.76,50.232,50.765,51.227,51.764,52.256,52.635,53.089,53.432,53.713,54.051,54.348,54.39,54.37,54.268,54.299,54.195,54.037,54.037,54.098,54.192,54.199,54.538,54.742,54.86,55.311,55.639,55.569,55.962,56.222,56.511,56.695,57.011,57.304,57.925,58.073,58.684,58.853,59.396,59.55,60.154,60.244,60.901,61.035,61.619,61.588,
Thailand,57.711,58.524,59.051,59.836,60.552,61.272,61.978,62.354,62.74,63.209,64.012,64.595,65.163,65.789,66.733,67.587,68.419,69.448,69.689,70.122,70.445,70.717,70.885,71.068,71.227,70.948,71.653,72.501,72.862,72.542,72.316,72.613,72.93,73.155,73.08,73.82,74.938,75.187,75.492,75.842,76.131,76.421,76.772,77.083,77.415,77.717,78.049,78.394,78.662,78.975,79.274,78.715,79.68,
Tajikistan,56.809,57.23,57.637,57.94,58.449,58.876,59.167,59.377,59.531,59.597,59.506,59.456,59.684,59.808,60.093,60.418,60.846,61.254,61.792,61.953,61.879,61.379,55.074,52.867,57.48,59.338,59.129,60.348,61.519,62.621,63.26,64.057,64.846,65.552,66.028,66.514,67.013,67.217,67.688,68.039,67.742,68.148,68.484,68.885,69.069,69.306,69.549,69.905,70.353,70.867,67.994,71.594,71.288,
Turkmenistan,57.663,58.038,58.425,58.832,59.256,59.525,59.668,59.877,60.265,60.601,61.022,61.452,61.603,61.846,62.256,62.475,62.976,63.352,63.682,63.787,63.939,64.035,63.875,63.804,63.756,63.684,63.596,63.646,64.106,64.518,65.026,65.156,65.385,65.746,66.075,66.068,66.499,66.895,67.407,67.958,68.293,68.567,68.722,68.74,68.614,68.782,68.777,68.916,68.796,69.002,68.687,69.264,69.41,
Latin America & the Caribbean (IDA & IBRD countries),58.63900483,59.47036267,59.83713494,60.38916075,60.81204396,61.35035882,61.58361007,62.16106018,62.53930334,62.89675218,63.33365267,63.83857014,64.18065603,64.74787552,65.17264071,65.50464987,66.11278318,66.5469153,66.96856966,67.31851608,67.61356152,67.97989756,68.31907947,68.65454666,69.04176547,69.35717554,69.73645093,70.09998133,70.35355339,70.76264753,71.08052489,71.33979397,71.69550137,71.88270376,72.2110747,72.59045551,72.80306351,72.9463465,73.17223254,73.38053577,73.26908174,73.76578303,73.99658654,74.25075159,74.46062715,74.52214205,74.48903005,74.6563797,74.77751484,74.97284058,72.92992868,72.07731937,73.64381042,
Timor-Leste,37.166,37.722,38.318,38.994,36.877,24.834,25.957,24.427,21.837,22.529,28.446,29.567,30.824,31.635,33.751,33.795,34.344,35.644,35.753,44.55,44.953,44.985,46.276,47.254,48.252,48.024,48.816,49.517,49.123,45.701,58.568,59.362,60.148,60.871,61.628,62.328,63.073,63.723,64.329,64.854,65.304,65.697,66.081,66.44,66.787,67.137,67.446,67.745,68.017,68.268,68.475,67.737,69.056,
Middle East & North Africa (IDA & IBRD countries),50.62930345,51.29751208,51.86330948,52.43405502,53.24375654,53.84600635,54.28165844,55.59957271,56.13601604,57.3647402,57.71709364,57.57455252,58.04970682,59.62749729,60.938542,61.73435652,62.3061983,63.02284902,63.39417595,64.33416663,64.32000574,65.55854403,66.13515514,66.44784335,66.62188673,66.93998205,67.33045614,67.60563056,67.82423612,68.25689502,68.62333389,68.96373624,69.30874849,69.12305748,69.60811602,69.88413732,70.07191122,70.40701385,70.664525,71.00465043,71.25758184,71.50354787,71.35405194,71.37597722,71.69231407,71.95855147,72.23013228,72.74322855,72.96338906,73.11939013,72.1463762,71.88113054,72.28325412,
Tonga,63.232,63.661,63.983,64.242,64.595,64.844,65.127,65.302,65.578,65.782,65.961,66.132,66.072,66.369,66.482,66.626,66.752,66.884,67.026,67.162,67.294,67.518,67.686,67.855,68.014,68.17,68.323,68.49,68.642,68.809,68.978,69.127,69.335,69.495,69.67,69.768,69.894,70.048,70.164,70.012,70.323,70.381,70.442,70.505,70.54,70.607,70.661,70.713,70.779,70.871,70.928,70.986,71.27,
South Asia (IDA & IBRD),48.28075165,46.71243736,49.62706176,50.08581876,50.58649512,51.19119806,51.71118206,52.19652131,52.71030297,53.21273039,53.7582889,54.31738995,54.82958596,55.37277904,55.84152276,56.29403112,56.82177582,57.22722802,57.67314959,58.05577908,58.56024242,58.73664102,59.3765808,59.71141771,60.1037148,60.45769238,60.82523063,61.34399001,61.9292523,62.55714898,62.89296615,63.30370735,63.77152964,64.19977294,64.54003483,64.9162981,65.37140474,65.63227682,65.96100708,66.25459145,66.75099424,67.14243659,67.63201789,68.1214015,68.6382507,69.14378351,69.60957244,69.97928938,70.25347861,70.47275497,69.74833092,67.57912905,68.16093302,
Sub-Saharan Africa (IDA & IBRD countries),44.36983024,44.87080397,44.98734366,45.70879536,45.92046166,46.3064327,46.9849522,47.44780321,47.74858696,48.21002891,48.57245576,48.93781946,49.17604168,48.33214819,48.36180775,48.61274753,49.00706987,49.33812158,49.02019768,49.88486949,49.82430763,49.69963103,49.47216067,49.69693252,50.00215988,50.11417407,50.04852833,50.21533671,49.92778687,50.64083818,51.2645448,51.53632183,51.89134244,52.36952152,52.84880712,53.46219505,54.21330107,54.84902854,55.45071261,56.21961307,56.84736569,57.55861069,58.14101325,58.668043,59.1426582,59.5629817,60.06902467,60.47713846,60.86302754,61.24429052,60.84889442,60.24174346,60.76439998,
Trinidad and Tobago,65.057,65.283,64.947,65.561,66.848,66.786,66.273,66.641,67.438,67.768,67.572,67.65,67.646,67.935,67.592,67.543,68.279,68.281,68.419,68.438,68.272,68.859,68.391,68.811,68.511,69.17,69.009,68.719,69.16,68.377,69.102,69.646,70.488,69.729,71.076,71.308,71.256,71.652,71.47,73.126,72.725,73.278,73.716,73.962,74.215,74.503,74.281,74.23,73.802,74.228,74.406,72.971,74.708,
Tunisia,53.87,54.835,56.107,57.2,58.282,59.468,60.426,61.543,62.338,63.211,63.975,64.691,65.417,66.137,66.82,67.589,68.228,68.899,69.569,69.671,70.11,70.521,70.701,71.235,71.615,71.988,72.38,72.863,73.169,73.508,73.69,73.816,74.059,74.305,74.49,74.764,74.921,75.072,75.185,75.267,75.421,75.46,75.55,75.65,75.65,75.692,75.786,75.845,75.95,75.993,75.292,73.772,74.263,
Turkiye,56.895,57.409,58.069,58.521,59.051,59.497,59.965,60.743,61.37,61.912,62.504,63.01,63.604,64.146,64.706,65.24,65.772,66.278,66.794,67.245,67.709,68.169,68.486,68.911,69.295,69.609,70.141,70.57,71.039,70.695,71.861,72.231,72.579,72.89,73.24,73.534,73.845,74.193,74.45,74.765,75.069,74.941,75.678,76.297,76.565,76.646,76.66,77.141,77.563,77.832,75.85,76.032,78.475,
Tuvalu,54.94,55.708,54.364,57.197,57.946,58.535,59.159,59.672,60.133,60.506,60.833,61.123,61.331,61.456,61.541,61.589,61.553,61.444,61.431,61.531,61.661,61.909,60.491,62.654,62.924,63.098,63.21,63.356,63.418,63.427,63.499,63.543,63.58,63.631,63.693,63.836,63.928,63.931,63.948,63.949,63.978,63.974,63.964,64.008,64.025,64.06,64.108,64.148,64.212,64.278,64.382,64.547,64.854,
Tanzania,46.45,46.917,47.324,47.978,48.306,48.722,49.236,49.842,50.321,50.907,51.201,51.472,51.528,51.543,51.546,51.556,51.672,51.726,51.843,51.739,51.485,51.306,50.989,50.87,50.797,50.786,50.744,50.624,50.914,51.748,52.362,53.161,53.863,54.895,55.596,56.299,56.911,57.52,58.086,58.894,60.105,61.049,62.03,62.96,63.873,64.651,65.386,65.999,66.535,66.989,66.408,66.201,66.782,
Uganda,49.616,46.93,46.967,46.84,46.612,46.267,45.869,45.511,45.207,44.981,42.949,43.09,43.185,43.519,43.752,45.381,45.322,46.619,46.701,46.472,46.443,46.316,46.368,46.237,46.353,46.567,46.67,46.977,47.175,47.786,48.342,49.006,49.648,50.368,51.547,52.976,54.369,55.236,55.823,56.488,57.055,57.965,58.817,59.763,60.408,61.086,61.648,62.115,62.714,62.991,62.851,62.705,63.638,
Ukraine,68.80897561,69.0377561,68.91729268,69.04309756,68.93402439,69.04631707,69.04285366,68.81856098,68.75997561,68.46968293,68.33017073,68.59819512,68.87568293,68.84639024,68.50580488,68.61312195,70.06629268,70.49512195,70.49756098,70.5195122,70.09756098,69.29804878,68.77097561,68.13073171,67.54121951,66.74195122,67.02243902,67.57634146,68.37487805,67.98097561,67.67560976,67.83707317,68.27560976,68.21073171,68.18536585,67.95682927,68.07756098,68.22219512,68.25146341,69.19,70.26536585,70.80926829,70.94414634,71.1595122,71.18658537,71.1895122,71.47634146,71.78097561,71.58268293,71.82731707,71.18512195,69.64780488,68.58792683,
Upper middle income,57.20928227,58.03355898,58.71464378,59.48389283,60.10763057,60.72745461,61.39221803,62.02189078,62.54305442,63.12095375,63.60877867,64.03985475,64.51558336,65.00281683,65.46387537,65.85675882,66.30666479,66.65671582,66.91301247,67.27009715,67.43347405,67.69250876,68.10829901,68.46142741,68.74392027,69.07923745,69.35327994,69.71124317,70.10326801,70.31627253,70.68465928,71.18969047,71.49580682,71.73397096,71.89693238,72.36715299,72.69877768,72.94776619,73.11780999,73.52450016,73.79280898,74.08269708,74.38607505,74.66530971,74.93692765,75.14352789,75.32332274,75.46866927,75.83723226,76.04009151,75.25385519,74.89401588,75.69569211,
Uruguay,68.904,68.969,68.933,69.096,69.193,69.335,69.523,69.746,69.999,70.279,70.582,70.901,71.223,71.539,71.841,72.123,72.381,72.613,72.82,73.002,73.162,73.305,73.441,73.579,73.728,73.896,74.088,74.298,74.527,74.769,75.025,75.285,75.54,75.785,76.007,76.194,76.362,76.498,76.623,76.738,76.858,76.983,77.111,77.24,77.366,77.483,77.571,77.625,77.611,77.508,78.43,75.436,78,
United States,70.80731707,71.10731707,71.15609756,71.35609756,71.95609756,72.60487805,72.85609756,73.25609756,73.35609756,73.80487805,73.6097561,74.0097561,74.36097561,74.46341463,74.56341463,74.56341463,74.61463415,74.76585366,74.76585366,75.01707317,75.21463415,75.36585366,75.61707317,75.4195122,75.6195122,75.62195122,76.02682927,76.42926829,76.5804878,76.58292683,76.63658537,76.83658537,76.93658537,77.03658537,77.48780488,77.48780488,77.68780488,77.98780488,78.03902439,78.3902439,78.54146341,78.64146341,78.74146341,78.74146341,78.84146341,78.6902439,78.53902439,78.53902439,78.63902439,78.78780488,76.9804878,76.32926829,77.43414634,
Uzbekistan,60.934,61.325,61.627,61.676,62.006,62.181,62.506,62.329,62.563,62.688,63.036,63.304,63.563,63.805,64.002,64.287,64.723,64.984,65.147,65.281,65.346,65.131,65.109,64.829,64.685,64.646,64.712,64.764,65.035,65.383,65.724,66.087,66.604,67.04,67.401,67.49,67.891,68.292,68.765,68.871,69.235,69.649,69.874,69.99,70.234,70.475,70.755,71.01,71.149,71.344,70.331,70.862,71.674,
St. Vincent and the Grenadines,68.57,68.733,68.499,68.583,69.079,69.367,69.391,69.676,69.586,69.752,70.184,70.376,70.433,70.959,71.188,71.521,71.639,72.046,72.35,72.732,72.38,72.937,72.624,72.458,71.922,72.097,71.266,70.922,71.097,71.3,71.377,71.938,72.168,72.352,73.035,73.516,74.017,74.703,75.053,75.083,74.718,74.596,74.146,73.798,74.473,74.407,74.28,74.305,74.128,72.835,72.126,69.629,68.972,
"Venezuela, RB",64.299,64.933,65.42,65.936,66.526,67.075,67.554,67.957,68.313,68.587,68.762,69.442,69.723,70.197,70.441,70.596,71.037,71.047,71.252,71.348,71.532,71.832,71.806,71.925,71.853,72.143,72.111,72.703,72.668,72.254,72.478,71.201,72.662,71.94,72.514,72.782,72.742,73.058,72.436,72.579,72.89,72.913,73.036,73.196,72.853,73.006,72.058,71.943,71.979,72.161,71.095,70.554,71.105,
British Virgin Islands,66.609,67.09,67.143,67.809,68.025,67.834,68.074,68.163,67.644,67.463,67.715,68.371,69.869,70.939,72.101,73.403,73.715,73.532,73.73,74.032,73.927,72.872,73.324,73.996,73.63,74.24,74.622,74.403,74.906,74.412,73.966,73.846,73.891,73.986,74.251,74.723,74.88,75.039,75.007,75.26,75.428,75.486,75.532,75.574,75.612,75.675,75.724,74.785,75.831,75.863,75.849,74.494,76.373,
Virgin Islands (U.S.),65.83868293,66.18321951,66.38987805,67.0704878,67.28368293,67.46780488,67.66178049,67.88134146,68.04863415,68.22021951,68.52914634,68.6955122,69.10641463,69.32456098,69.52953659,69.74280488,70.01756098,70.33790244,70.76326829,71.00246341,71.25046341,71.45178049,71.6522439,71.81770732,71.99512195,72.00997561,72.38731707,72.20329268,72.32582927,72.19685366,76.6195122,77.62195122,77.52195122,77.52195122,77.77317073,77.42195122,78.32439024,76.86341463,77.16341463,77.51463415,77.86585366,78.31707317,78.51707317,78.71707317,78.86829268,79.01707317,79.16829268,79.36829268,79.5195122,79.66829268,79.8195122,80.06829268,80.3195122,
Viet Nam,56.222,56.749,53.103,56.786,55.83,62.882,64.775,65.049,65.529,66.001,66.195,66.645,67.106,67.148,67.305,67.601,68.013,68.392,68.469,69.076,69.213,69.849,69.958,70.621,70.759,71.384,71.51,71.802,72.107,72.317,72.462,72.647,72.801,72.98,73.135,73.271,73.319,73.436,73.411,73.498,73.513,73.692,73.704,73.775,73.855,73.876,73.938,73.963,73.976,74.093,75.378,73.618,74.58,
Vanuatu,55.186,55.766,56.271,56.95,57.515,58.087,58.659,59.223,59.847,60.446,61.083,61.824,62.536,63.239,63.912,64.231,65.053,64.578,66.04,66.134,66.675,67.203,67.353,67.528,67.739,67.885,68.63,68.708,68.763,68.237,68.966,69.037,69.196,69.276,69.313,69.39,69.462,69.544,69.602,69.653,69.617,69.551,69.497,69.534,69.465,69.513,69.65,69.71,69.795,69.877,70.299,70.449,70.492,
World,57.84098147,57.96728596,58.79295676,59.29467367,59.71366648,60.16614915,60.62583826,61.12096608,61.48148996,61.90281717,62.23361694,62.61140177,62.97232219,63.21575937,63.52021652,63.81240262,64.20835065,64.51289391,64.68498123,65.02292629,65.18850746,65.33529376,65.59648551,65.78035308,66.02536952,66.21577566,66.48015905,66.82185013,67.09683991,67.38722654,67.70052424,68.05237151,68.33338793,68.60692214,68.86237766,69.1988121,69.57129842,69.83519378,70.00607204,70.40147869,70.67112933,71.00821736,71.28424956,71.5771009,71.88068161,72.094175,72.34420067,72.54135839,72.78303635,72.97902042,72.2425046,71.32715674,71.99635238,
Samoa,60.18,60.704,61.23,61.747,62.25,62.764,63.214,63.642,63.999,64.39,64.748,65.095,65.419,65.736,66.048,66.347,66.623,66.883,67.188,67.471,67.658,67.881,68.385,68.701,68.98,69.298,69.588,69.875,70.171,70.456,70.746,71.019,71.276,71.496,71.696,71.754,72.021,72.1,72.155,70.066,72.249,72.26,72.167,72.391,72.463,72.515,72.54,72.59,72.636,72.157,72.768,72.767,72.598,
Kosovo,64.584,64.874,65.193,65.522,65.83,66.134,66.441,66.74,67.05,67.389,67.685,67.989,68.302,68.641,68.997,69.274,69.587,69.929,70.28,70.602,70.917,71.246,71.487,71.817,72.125,72.441,72.76,73.066,71.306,69.418,74.072,74.394,74.676,74.968,75.304,75.616,75.636,76.516,77.392,77.665,77.63,77.74,78.28,78.587,78.88,78.922,78.981,78.783,78.696,79.022,76.567,76.806,79.524,
"Yemen, Rep.",40.501,41.542,42.46,43.348,44.325,45.245,46.238,47.286,48.392,49.394,50.654,51.709,52.405,53.923,54.934,55.693,53.819,57.096,57.759,58.218,58.699,59.049,59.428,59.859,59.714,60.453,60.568,61.119,61.375,61.975,62.588,63.222,63.906,64.541,65.006,65.543,65.988,66.565,66.963,67.196,67.28,67.419,67.343,67.545,67.384,65.873,66.064,65.957,64.575,65.092,64.65,63.753,63.72,
South Africa,55.579,55.955,56.272,56.722,57.117,57.512,58.006,58.492,58.979,59.395,59.813,60.364,60.933,61.465,61.907,62.38,62.912,63.041,63.345,63.31,63.375,63.265,63.341,63.045,62.612,62.262,61.459,60.805,60.001,59.241,58.47,57.261,55.666,54.331,54.043,53.98,54.278,54.992,56.022,57.447,58.899,60.651,61.846,62.533,63.38,63.95,64.747,65.402,65.674,66.175,65.252,62.341,61.48,
Zambia,51.493,52.023,52.629,53.3,53.87,54.239,54.604,54.709,54.61,54.439,54.143,54.047,53.859,53.389,52.755,51.902,51.061,50.328,49.527,48.696,47.926,47.097,46.512,46.209,45.854,45.553,45.233,44.945,44.701,44.659,45.231,46.019,46.979,48.284,49.487,50.659,51.795,52.739,53.945,55.3,56.799,57.771,58.867,59.878,60.699,61.208,61.794,62.12,62.342,62.793,62.38,61.223,61.803,
Zimbabwe,57.032,57.196,57.401,57.367,57.494,57.552,56.936,56.285,54.593,55.038,58.674,59.327,59.875,60.248,61.051,61.624,62.023,61.767,61.323,60.401,59.426,58.091,56.435,54.426,52.588,50.531,48.955,47.993,46.819,45.206,44.686,41.957,44.565,43.393,44.502,44.768,45.364,45.61,46.723,48.063,50.652,53.347,55.626,57.458,58.846,59.591,60.306,60.709,61.414,61.292,61.124,59.253,59.391,
