LE_at_birth,Access_to_Electricity,Gender_Development_Index,Human_Development_Index,Gender_Inequality_Index
83.34634146,,0.967,0.893,0.057
,98.2,0.993,,
75.774,99.9,,0.723,0.449
84.21097561,100.0,,,0.087
,,,0.814,0.173
62.676,,0.938,,0.514
70.561,80.7,0.921,0.591,0.466
82.62682927,,,0.919,0.078
79.722,,1.011,0.836,0.253
,99.7,0.89,0.75,0.434
60.853,,0.866,0.483,0.645
72.794,,0.974,0.722,0.262
,99.6,,0.776,0.378
53.733,47.0,0.989,,0.559
75.6804878,100.0,1.02,,0.128
82.29512195,100.0,0.989,,0.074
74.78292683,100.0,,,
73.986,98.1,,0.676,
70.492,100.0,,0.768,
65.27,36.5,0.954,0.507,0.552
80.013,100.0,0.93,0.75,
,,,0.777,
76.64878049,99.8,0.941,0.779,0.141
59.393,50.9,0.82,0.43,0.675
,100.0,,0.91,0.184
66.465,,0.958,0.59,
,,0.968,,0.124
,,1.027,,
60.526,31.1,0.917,0.451,0.543
,43.6,,0.556,
74.41634146,99.8,,0.811,
,,0.966,,0.574
75.644,100.0,,,0.225
62.586,52.3,1.013,0.636,0.442
,17.6,0.829,0.399,0.635
,56.5,0.86,0.531,0.67
73.85,85.2,,0.662,0.431
81.81219512,100.0,0.952,,0.027
82.75853659,100.0,0.99,0.962,0.018
68.979,93.9,0.946,0.601,
81.70731707,100.0,0.974,0.936,0.102
,,,0.834,0.328
66.482,93.4,0.767,,
77.863,,1.007,,0.412
76.009,,,0.776,0.403
71.689,94.2,,0.71,0.422
65.182,16.6,0.928,0.554,0.728
77.60243902,100.0,,,0.121
81.32439024,100.0,0.991,0.86,0.074
73.568,99.6,0.981,0.727,
80.898,,,0.853,0.171
75.35853659,99.8,0.995,0.827,0.282
72.66219512,100.0,1.011,0.841,
66.251,,,0.528,0.389
77.212,99.9,,,0.287
65.681,,0.871,0.514,0.557
,66.0,0.859,0.512,0.532
83.29756098,100.0,,0.94,0.049
59.796,26.1,0.867,,
,,,0.68,
75.8902439,100.0,0.977,0.808,0.132
,6.3,0.844,0.395,
,71.0,0.911,0.617,0.524
72.553,97.4,1.005,,0.436
,,0.991,,0.194
,100.0,1.002,0.917,
82.55853659,100.0,,,
59.411,74.0,0.98,,0.563
70.145,86.0,0.853,,0.465
52.825,10.1,0.767,0.398,
,50.0,,0.528,0.586
78.662,99.8,1.011,,0.405
,99.3,,0.671,
68.796,,0.957,0.746,0.183
68.017,85.2,0.918,,
70.779,,0.968,0.742,0.365
73.802,100.0,0.988,,0.348
,,0.932,0.743,
77.563,100.0,,0.839,0.286
66.535,34.9,0.941,0.538,0.562
62.714,41.9,0.923,,0.533
71.58268293,,1.013,,0.249
77.611,99.8,1.019,0.819,0.258
78.63902439,,0.992,,
71.149,100.0,0.945,0.72,
71.979,,1.004,0.738,0.483
73.976,,1.003,,0.304
,99.8,0.958,,
65.674,84.7,0.962,,0.405
,,,,0.537
61.414,,,,0.535
63.565,97.7,,0.488,
,,0.902,0.595,
79.282,,1.002,,0.156
79.726,100.0,,,
77.284,100.0,,,0.306
75.439,,0.993,0.778,0.239
,100.0,,0.941,0.08
,,0.968,,
73.102,100.0,0.956,0.761,0.314
62.351,9.8,0.937,,0.507
81.99512195,100.0,0.975,,
,40.0,,,
,17.6,0.902,0.452,
,,,0.644,0.531
75.11219512,,0.994,0.81,
,100.0,0.934,0.882,0.186
77.241,100.0,0.933,0.783,0.146
74.22682927,,,0.817,0.103
,92.7,,0.705,
67.841,95.1,0.95,,0.421
,99.8,,0.766,
77.257,,1.038,,
71.391,,0.941,,
,70.1,0.974,,
55.025,14.3,0.808,,0.69
,100.0,0.988,0.937,0.069
83.90487805,,0.967,,
,,0.966,0.861,0.206
77.968,100.0,0.984,0.762,
59.319,68.6,,0.55,
61.584,63.2,,0.583,
,99.4,0.991,,0.423
76.004,91.4,,0.676,
79.427,99.7,0.988,0.819,0.269
77.611,99.8,0.959,,0.307
81.397,100.0,0.975,0.897,0.109
79.22926829,,0.985,,
81.29268293,,0.975,0.948,
,100.0,0.981,,
,99.0,1.013,0.771,
,99.5,0.88,0.748,
77.297,99.1,0.969,0.76,0.37
71.358,100.0,,,0.468
83.83170732,,,0.908,0.056
,100.0,1.023,0.896,0.092
65.838,48.0,0.917,0.498,0.526
,100.0,,0.939,
67.893,,0.936,0.746,0.324
82.82682927,,0.991,0.905,0.086
66.603,90.3,,0.709,0.545
81.40487805,100.0,0.974,0.935,
73.47,100.0,0.99,,0.295
64.74,,0.942,,0.536
59.72,,,0.467,0.607
60.882,30.9,0.867,0.49,
81.63902439,100.0,0.967,0.889,
73.129,95.4,0.926,,
69.124,91.6,,0.708,0.46
72.881,91.1,0.955,,0.447
78.42439024,100.0,,0.861,0.119
64.255,45.4,0.902,,
76.3195122,,0.982,0.853,
70.518,,0.939,0.716,0.457
,95.9,0.852,0.645,
,100.0,0.981,,0.079
76.103,,0.888,,0.447
71.576,,0.806,,0.567
83.16341463,,0.98,0.96,
82.80487805,,,0.921,
83.49756098,100.0,0.969,,0.054
71.767,98.9,0.994,0.719,0.363
76.044,99.9,0.886,,0.457
,100.0,,0.924,0.08
,,0.993,0.819,0.168
62.943,,,0.581,0.511
70.692,84.0,0.922,0.598,
,100.0,0.943,,
79.685,100.0,,0.839,0.225
79.236,100.0,0.908,0.745,0.432
61.104,23.1,,,
,,0.985,0.722,0.26
76.008,,0.955,,0.385
54.173,,,0.524,0.557
76.28292683,,1.022,,0.122
82.63902439,,,0.927,
,,1.024,0.871,0.156
74.27,99.6,,0.682,0.432
,100.0,,0.774,0.229
65.882,31.0,0.958,,0.558
,,0.96,,
74.202,,0.971,0.779,
76.60243902,100.0,0.945,0.784,0.134
59.664,47.9,,,0.667
,,0.975,0.915,0.162
66.61,68.3,0.959,,
76.68292683,,,,
,,1.032,0.746,0.323
61.166,29.7,0.919,0.456,0.54
65.687,44.9,0.895,0.563,0.632
,100.0,0.969,0.817,
64.119,11.2,0.972,0.519,
75.76,,,0.81,
63.075,53.3,,0.639,
,18.5,0.835,0.406,0.632
,55.4,0.844,,0.683
74.054,85.7,,0.664,0.432
82.11219512,100.0,0.965,,
82.95853659,100.0,0.99,,0.016
,89.9,0.949,,0.454
82.05609756,,0.969,0.937,
78.002,,0.912,0.839,0.307
66.756,,,0.546,0.534
77.81,,1.007,0.817,0.398
76.156,95.6,0.951,0.78,0.397
71.865,95.3,0.985,,0.421
65.474,23.6,0.934,,0.726
,100.0,,,0.111
81.67560976,100.0,,,0.071
73.621,99.7,,0.732,0.448
,100.0,1.022,0.859,
75.60731707,100.0,0.995,0.832,0.278
73.08390244,,1.003,,0.203
66.437,46.6,0.954,,0.388
77.304,,0.914,0.873,0.265
65.876,57.6,0.873,0.514,0.555
,,0.841,,0.532
83.59512195,100.0,0.988,,0.051
60.255,22.7,0.895,0.48,0.635
72.559,97.4,,0.683,0.37
,99.8,0.981,,
55.912,,0.844,0.393,
68.523,75.1,,0.622,0.522
,97.9,1.007,0.755,0.423
77.66585366,,,0.862,0.194
81.52926829,,1.001,0.921,0.07
,100.0,0.986,,0.024
,,,0.615,0.561
71.822,89.2,0.84,0.584,0.465
,8.4,0.773,0.403,0.69
60.901,52.5,0.845,0.535,
78.975,99.9,1.013,0.804,0.335
70.867,,0.908,0.676,0.298
69.002,99.9,0.957,,0.18
,90.6,0.916,0.614,0.38
70.871,98.4,,0.744,
74.228,100.0,0.987,,0.344
75.993,100.0,0.934,0.745,0.27
,100.0,,0.842,0.277
66.989,,,0.548,0.561
62.991,,0.926,0.525,0.53
71.82731707,100.0,1.01,0.786,
,,,0.821,
78.78780488,100.0,0.994,,
71.344,100.0,0.945,0.726,0.268
72.161,99.8,0.988,,
74.093,99.4,1.004,0.703,
72.157,99.2,0.959,0.715,0.405
66.175,,0.954,0.736,0.41
62.793,,0.966,0.575,0.534
61.292,46.7,,0.601,
62.575,97.7,,0.483,0.674
62.261,47.0,,0.59,0.537
76.989,,1.006,0.794,0.156
,,,0.912,
75.892,100.0,0.999,,0.293
72.173,100.0,0.995,,
83.2,,0.966,0.947,0.074
81.19268293,100.0,,0.913,0.052
,,0.977,0.73,0.301
61.566,9.1,,0.426,0.506
80.69512195,,,0.928,0.048
,41.0,,0.524,0.609
59.731,,,0.449,
,,0.896,0.655,0.531
73.65853659,,,0.802,
,100.0,0.928,0.877,0.185
76.225,100.0,0.939,0.781,
,100.0,1.013,0.807,0.104
72.854,96.8,,0.69,0.387
,,0.959,0.694,
74.009,,0.994,,0.395
77.393,,1.034,0.788,0.268
,100.0,0.937,0.668,0.422
65.647,71.8,,0.713,
54.604,,0.806,0.407,
,100.0,0.988,0.931,0.07
83.0,100.0,0.967,0.956,0.018
79.377,100.0,0.968,0.852,
78.077,,0.984,,0.197
,69.9,0.886,0.551,
60.833,,0.887,0.578,0.566
,99.7,0.98,0.756,
,,0.978,0.662,
79.277,,0.993,0.816,0.259
77.567,99.9,0.961,0.781,
,100.0,0.972,,0.104
78.17560976,100.0,0.988,,0.125
81.04146341,,0.977,0.944,0.077
,100.0,0.981,0.947,0.013
72.889,100.0,,0.764,0.434
74.453,99.7,0.877,0.736,
72.153,98.9,0.978,,0.366
70.99,100.0,0.882,0.734,0.445
82.33170732,100.0,,0.899,
78.59512195,100.0,1.019,0.892,
,51.1,0.916,0.498,
,100.0,0.99,,0.032
67.924,97.1,,0.737,0.324
82.17560976,100.0,0.989,0.898,0.084
66.531,,0.907,,0.55
80.35121951,100.0,0.987,,
72.765,,1.006,,0.271
64.114,,0.947,0.632,
59.327,44.7,0.849,0.466,0.622
,33.4,,0.483,0.628
81.28780488,100.0,,,0.119
71.797,,,,
68.486,92.3,,0.721,0.455
71.462,,0.959,0.621,
77.72439024,100.0,0.989,0.855,0.095
64.052,,0.899,0.54,
75.56829268,100.0,0.983,0.849,
68.808,,0.941,,0.447
70.15,96.5,0.845,0.642,
,100.0,0.98,0.943,0.073
74.832,100.0,,0.777,0.465
69.123,,0.802,0.679,0.564
83.06341463,,0.977,0.957,0.051
82.64878049,100.0,0.993,0.917,
82.19512195,100.0,0.97,,0.055
,99.7,0.991,0.713,
75.184,,,0.723,0.475
84.56,100.0,0.97,0.923,
71.37,100.0,1.003,0.814,0.164
62.675,,,0.578,0.507
70.416,86.4,0.922,,0.466
83.42682927,,,,0.07
,100.0,1.011,0.822,0.204
,100.0,,0.726,0.433
60.948,27.6,0.871,,0.65
72.472,69.4,0.975,,0.259
76.393,100.0,0.955,,
,,0.984,0.521,0.557
74.97804878,100.0,1.028,0.879,0.107
82.14390244,100.0,0.991,,
75.18536585,100.0,1.023,0.871,0.149
,100.0,0.859,0.679,0.433
70.166,100.0,1.012,,0.228
65.182,,0.956,0.501,0.554
,100.0,,0.734,
,,0.982,0.756,0.317
74.39512195,,0.945,0.774,0.137
58.633,50.6,0.886,0.427,0.613
82.34878049,,0.984,0.911,0.167
66.797,70.4,0.947,,0.491
75.93170732,,0.977,0.826,
,99.5,,0.745,0.315
,30.6,0.921,0.453,0.538
64.532,,0.891,,0.632
74.17707317,99.5,0.974,0.804,0.348
63.717,,0.971,0.516,
75.938,,0.982,0.806,0.223
62.829,52.3,,0.633,0.445
,,0.833,,0.631
52.887,55.4,0.864,0.535,0.68
,86.0,0.957,0.654,
,,0.967,0.939,0.027
,100.0,,,
,89.9,0.941,,0.454
82.25609756,100.0,0.975,0.936,0.09
74.757,100.0,,0.827,0.305
66.269,,0.809,0.543,0.535
,95.3,,0.801,0.395
73.665,,0.954,0.762,0.409
,96.4,0.986,,0.421
65.787,20.5,0.931,0.56,0.725
,100.0,1.008,0.876,
80.97560976,,,0.863,
,99.7,0.986,0.73,0.446
79.099,100.0,1.015,0.854,0.169
,,0.998,,0.277
71.33878049,,1.013,0.83,0.203
66.774,45.2,0.955,0.532,
76.239,100.0,0.918,0.87,
65.614,59.7,,,
68.006,,0.874,0.513,
83.54390244,100.0,0.989,0.939,0.04
59.763,26.3,0.894,0.475,0.634
71.061,99.7,0.962,0.672,0.365
74.47804878,100.0,0.985,0.804,
55.48,,0.841,0.386,0.597
67.785,76.8,0.91,0.619,
72.561,,1.003,0.743,
76.86585366,,0.994,,0.184
,100.0,0.995,0.913,0.069
82.35609756,,0.986,0.942,0.024
59.692,,,0.61,0.541
,89.0,0.826,,0.478
52.777,10.9,0.768,,0.688
61.035,54.1,,0.535,0.58
79.274,100.0,1.013,0.802,0.335
,,0.908,,
,,,,0.179
68.475,,0.918,0.614,
70.928,99.9,,0.745,
,100.0,,,0.345
75.292,,0.936,0.737,0.264
75.85,100.0,0.937,,
66.408,39.9,0.943,0.548,
62.851,42.1,0.924,0.524,
71.18512195,100.0,,0.775,
78.43,100.0,1.019,,0.242
76.9804878,,,,0.178
70.331,100.0,0.943,0.721,0.229
71.095,,0.985,0.695,
,99.8,1.001,,
72.768,,0.958,0.712,
65.252,,0.944,,0.408
62.38,44.6,0.965,0.57,
61.124,52.7,,0.6,0.533
61.982,,0.681,0.478,0.678
,48.2,0.903,0.586,
,100.0,1.007,0.796,0.144
78.71,100.0,0.953,0.911,0.049
75.39,100.0,,,
72.043,,1.001,0.759,0.216
,100.0,0.968,0.951,
81.1902439,100.0,,,0.053
,100.0,0.974,0.745,0.294
,10.2,0.935,0.426,0.505
,100.0,,0.937,0.048
,,,0.525,0.602
59.27,,0.903,0.449,
72.381,,,0.661,0.53
71.46341463,99.8,0.995,0.795,0.21
,,,0.875,0.181
75.3,100.0,0.94,0.78,0.136
72.37068293,,1.011,0.808,
,,,,
63.63,98.6,0.964,0.692,0.418
72.75,99.5,0.994,0.754,
77.571,100.0,,0.79,0.268
71.815,100.0,0.937,0.666,
,73.7,0.981,,0.468
,15.7,0.81,0.404,
81.58707317,100.0,0.988,0.936,
83.75121951,100.0,0.967,,
78.944,100.0,,0.855,0.187
78.211,,0.984,0.768,0.192
,71.1,0.887,0.55,0.613
60.333,65.4,0.885,0.576,0.565
72.83,100.0,0.984,,
74.052,,,0.662,
77.023,100.0,,0.809,0.256
73.683,100.0,,,0.303
81.203,,0.972,0.896,
,,,0.889,
,,,,0.073
,100.0,0.98,,0.013
,98.1,1.014,,0.429
76.377,99.8,,0.745,0.499
73.67,100.0,,0.74,
70.221,100.0,0.882,0.731,0.443
83.22926829,,0.986,,
,100.0,1.021,0.89,
64.975,54.2,0.921,0.498,0.52
,100.0,,0.94,0.033
67.114,92.1,,,0.318
82.32439024,100.0,0.99,,0.083
,,,0.706,0.541
80.7,100.0,,,
71.694,100.0,1.007,,
63.795,86.3,,,0.529
,46.8,,0.465,
59.652,,0.867,0.483,
,,,0.887,0.119
,97.9,0.917,0.627,0.481
65.673,92.9,0.978,0.714,
70.123,94.1,,,0.431
76.42439024,100.0,0.995,,
,47.2,0.898,,0.635
74.16341463,100.0,0.987,0.846,0.221
67.57,,0.941,0.705,
67.24,99.6,,0.633,0.49
82.35365854,,0.987,,0.074
,100.0,0.88,0.774,0.459
70.378,100.0,0.803,0.686,0.558
,100.0,0.976,0.959,0.043
82.5,100.0,0.992,0.919,0.083
82.64634146,100.0,0.97,0.895,
,100.0,0.99,0.709,
74.256,99.9,0.887,0.72,0.471
84.44560976,100.0,,0.925,
70.23,100.0,,0.811,
61.427,,0.941,0.575,0.506
,82.5,0.926,0.593,
83.52682927,100.0,,,0.067
78.673,100.0,1.009,0.831,0.305
,100.0,,0.706,0.432
60.747,,,0.481,0.648
71.911,70.2,0.975,0.718,0.259
76.399,100.0,0.949,0.782,
53.062,50.4,0.985,0.514,
74.03658537,,1.03,0.875,0.105
,100.0,0.993,,0.044
72.9804878,,,0.863,0.151
,100.0,0.861,0.683,0.425
,,1.01,,
,,,0.501,
79.918,100.0,,0.747,0.348
,100.0,,0.758,0.309
73.24634146,100.0,,0.77,0.134
58.941,53.4,0.887,,0.613
,100.0,0.98,,0.167
,72.5,0.944,,0.498
73.82439024,99.8,0.981,,
70.975,,1.031,0.739,
59.325,,,0.446,0.537
64.364,47.7,,0.556,0.632
,99.6,0.973,0.802,
62.904,14.2,0.968,,0.554
74.884,100.0,0.982,,0.228
59.269,55.2,1.004,,0.445
61.576,18.6,0.835,,0.611
52.676,59.5,0.863,0.535,
73.837,86.3,0.956,0.667,0.424
81.3097561,100.0,0.968,,
,100.0,0.983,0.961,0.016
68.45,,0.942,0.602,0.452
82.20731707,100.0,,0.937,0.088
,,0.9,0.816,
66.098,94.9,0.81,0.544,0.534
,95.3,1.017,0.805,0.392
72.377,95.6,0.95,0.762,0.38
69.266,,0.99,,0.419
,20.9,0.931,,
75.50243902,,1.008,0.876,0.109
81.37804878,100.0,0.994,0.866,
70.262,100.0,0.99,0.717,0.445
79.272,100.0,1.019,0.855,
72.8097561,100.0,0.994,,0.282
69.9002439,100.0,,0.822,0.203
66.072,48.7,,0.534,0.388
76.936,100.0,0.917,,0.247
,61.8,0.87,,0.553
67.093,68.0,0.874,,
83.09268293,100.0,,,0.04
60.062,27.5,,0.477,
,97.9,0.964,0.675,
72.7804878,,0.982,0.802,
54.975,7.7,,0.385,
67.591,78.5,,0.618,0.494
,98.8,1.001,0.73,0.427
,,0.999,0.848,0.18
80.67560976,,0.999,,
,,,0.947,0.023
57.066,,0.986,0.597,
72.063,88.8,,0.577,0.477
52.525,11.3,0.77,,0.652
61.619,,0.849,0.539,0.58
,,1.012,,0.333
71.594,99.6,0.909,0.685,0.285
69.264,100.0,0.956,0.745,
,,0.917,0.607,0.378
70.986,,0.965,,
72.971,100.0,,,0.344
73.772,99.9,0.931,0.731,0.259
,,0.937,0.838,
66.201,42.7,,0.549,
,45.2,0.927,,0.53
69.64780488,100.0,1.012,0.773,
,,,0.809,
,100.0,1.001,0.921,0.179
70.862,99.9,0.944,0.727,0.227
,,0.983,0.691,
73.618,100.0,,0.703,0.296
72.767,98.3,0.957,,0.418
62.341,89.3,0.944,,0.405
61.223,,0.965,0.565,
59.253,49.0,,0.593,
